date,equity
2017-04-19,1.0
2017-04-20,1.0
2017-04-21,1.0
2017-04-24,1.0
2017-04-25,1.0
2017-04-26,1.0
2017-04-27,1.0
2017-04-28,1.0
2017-05-01,1.0
2017-05-02,1.0
2017-05-03,1.0
2017-05-04,1.0
2017-05-05,1.0
2017-05-08,1.0
2017-05-09,1.0
2017-05-10,1.0
2017-05-11,1.0
2017-05-12,1.0
2017-05-15,1.0
2017-05-16,1.0
2017-05-17,1.0
2017-05-18,1.0
2017-05-19,1.0
2017-05-22,1.0
2017-05-23,1.0
2017-05-24,1.0
2017-05-25,1.0
2017-05-26,1.0
2017-05-29,1.0
2017-05-30,1.0
2017-05-31,1.0
2017-06-01,1.0
2017-06-02,1.0
2017-06-05,1.0
2017-06-06,1.0
2017-06-07,1.0
2017-06-08,1.0
2017-06-09,1.0
2017-06-12,1.0
2017-06-13,1.0
2017-06-14,1.0
2017-06-15,1.0
2017-06-16,1.0
2017-06-19,1.0
2017-06-20,1.0
2017-06-21,1.0
2017-06-22,1.0
2017-06-23,1.0
2017-06-26,1.0
2017-06-27,1.0
2017-06-28,1.0
2017-06-29,1.0
2017-06-30,1.0
2017-07-03,1.0
2017-07-04,1.0
2017-07-05,1.0
2017-07-06,1.0
2017-07-07,1.0
2017-07-10,1.0
2017-07-11,1.0
2017-07-12,1.0
2017-07-13,1.0
2017-07-14,1.0
2017-07-17,1.0
2017-07-18,1.0
2017-07-19,1.0
2017-07-20,1.0
2017-07-21,1.0
2017-07-24,1.0
2017-07-25,1.0
2017-07-26,1.0
2017-07-27,1.0
2017-07-28,1.0
2017-07-31,1.0
2017-08-01,1.0
2017-08-02,1.0
2017-08-03,1.0
2017-08-04,1.0
2017-08-07,1.0
2017-08-08,1.0
2017-08-09,1.0
2017-08-10,1.0
2017-08-11,1.0
2017-08-14,1.0
2017-08-15,1.0
2017-08-16,1.0
2017-08-17,1.0
2017-08-18,1.0
2017-08-21,1.0
2017-08-22,1.0
2017-08-23,1.0
2017-08-24,1.0
2017-08-25,1.0
2017-08-28,1.0
2017-08-29,1.0
2017-08-30,1.0
2017-08-31,1.0
2017-09-01,1.0
2017-09-04,1.0
2017-09-05,1.0
2017-09-06,1.0
2017-09-07,1.0
2017-09-08,1.0
2017-09-11,1.0
2017-09-12,1.0
2017-09-13,1.0
2017-09-14,1.0
2017-09-15,1.0
2017-09-18,1.0
2017-09-19,1.0
2017-09-20,1.0
2017-09-21,1.0
2017-09-22,1.0
2017-09-25,1.0
2017-09-26,1.0
2017-09-27,1.0
2017-09-28,1.0
2017-09-29,1.0
2017-10-02,1.0
2017-10-03,1.0
2017-10-04,1.0
2017-10-05,1.0
2017-10-06,1.0
2017-10-09,1.0
2017-10-10,1.0
2017-10-11,1.0
2017-10-12,1.0
2017-10-13,1.0
2017-10-16,1.0
2017-10-17,1.0
2017-10-18,1.0
2017-10-19,1.0
2017-10-20,1.0
2017-10-23,1.0
2017-10-24,1.0
2017-10-25,1.0
2017-10-26,1.0
2017-10-27,1.0
2017-10-30,1.0
2017-10-31,1.0
2017-11-01,1.0
2017-11-02,1.0
2017-11-03,1.0
2017-11-06,1.0
2017-11-07,1.0
2017-11-08,1.0
2017-11-09,1.0
2017-11-10,1.0
2017-11-13,1.0
2017-11-14,1.0
2017-11-15,1.0
2017-11-16,1.0
2017-11-17,1.0
2017-11-20,1.0
2017-11-21,1.0
2017-11-22,1.0
2017-11-23,1.0
2017-11-24,1.0
2017-11-27,1.0
2017-11-28,1.0
2017-11-29,1.0
2017-11-30,1.0
2017-12-01,1.0
2017-12-04,1.0
2017-12-05,1.0
2017-12-06,1.0
2017-12-07,1.0
2017-12-08,1.0
2017-12-11,1.0
2017-12-12,1.0
2017-12-13,1.0
2017-12-14,1.0
2017-12-15,1.0
2017-12-18,1.0
2017-12-19,1.0
2017-12-20,1.0
2017-12-21,1.0
2017-12-22,1.0
2017-12-25,1.0
2017-12-26,1.0
2017-12-27,1.0
2017-12-28,1.0
2017-12-29,1.0
2018-01-01,1.0
2018-01-02,1.0
2018-01-03,1.0
2018-01-04,1.0
2018-01-05,1.0
2018-01-08,1.0
2018-01-09,1.0
2018-01-10,1.0
2018-01-11,1.0
2018-01-12,1.0
2018-01-15,1.0
2018-01-16,1.0
2018-01-17,1.0
2018-01-18,1.0
2018-01-19,1.0
2018-01-22,1.0
2018-01-23,1.0
2018-01-24,1.0
2018-01-25,1.0
2018-01-26,1.0
2018-01-29,1.0
2018-01-30,1.0
2018-01-31,1.0
2018-02-01,1.0
2018-02-02,1.0
2018-02-05,1.0
2018-02-06,1.0
2018-02-07,1.0
2018-02-08,1.0
2018-02-09,1.0
2018-02-12,1.0
2018-02-13,1.0
2018-02-14,1.0
2018-02-15,1.0
2018-02-16,1.0
2018-02-19,1.0
2018-02-20,1.0
2018-02-21,1.0
2018-02-22,1.0
2018-02-23,1.0
2018-02-26,1.0
2018-02-27,1.0
2018-02-28,1.0
2018-03-01,1.0
2018-03-02,1.0
2018-03-05,1.0
2018-03-06,1.0
2018-03-07,1.0
2018-03-08,1.0
2018-03-09,1.0
2018-03-12,1.0
2018-03-13,1.0
2018-03-14,1.0
2018-03-15,1.0
2018-03-16,1.0
2018-03-19,1.0
2018-03-20,1.0
2018-03-21,1.0
2018-03-22,1.0
2018-03-23,1.0
2018-03-26,1.0
2018-03-27,1.0
2018-03-28,1.0
2018-03-29,1.0
2018-03-30,1.0
2018-04-02,1.0
2018-04-03,1.0
2018-04-04,1.0
2018-04-05,1.0
2018-04-06,1.0
2018-04-09,1.0
2018-04-10,1.0
2018-04-11,1.0
2018-04-12,1.0
2018-04-13,1.0
2018-04-16,1.0
2018-04-17,1.0
2018-04-18,1.0
2018-04-19,1.0
2018-04-20,1.0
2018-04-23,1.0
2018-04-24,1.0
2018-04-25,1.0
2018-04-26,1.0
2018-04-27,1.0
2018-04-30,1.0
2018-05-01,1.0
2018-05-02,1.0
2018-05-03,1.0
2018-05-04,1.0
2018-05-07,1.0
2018-05-08,1.0
2018-05-09,1.0
2018-05-10,1.0
2018-05-11,1.0
2018-05-14,1.0
2018-05-15,1.0
2018-05-16,1.0
2018-05-17,1.0
2018-05-18,1.0
2018-05-21,1.0
2018-05-22,1.0
2018-05-23,1.0
2018-05-24,1.0
2018-05-25,1.0
2018-05-28,1.0
2018-05-29,1.0
2018-05-30,1.0
2018-05-31,1.0
2018-06-01,1.0
2018-06-04,1.0
2018-06-05,1.0
2018-06-06,1.0
2018-06-07,1.0
2018-06-08,1.0
2018-06-11,1.0
2018-06-12,1.0
2018-06-13,1.0
2018-06-14,1.0
2018-06-15,1.0
2018-06-18,1.0
2018-06-19,1.0
2018-06-20,1.0
2018-06-21,1.0
2018-06-22,1.0
2018-06-25,1.0
2018-06-26,1.0
2018-06-27,1.0
2018-06-28,1.0
2018-06-29,1.0
2018-07-02,1.0
2018-07-03,1.0
2018-07-04,1.0
2018-07-05,1.0
2018-07-06,1.0
2018-07-09,1.0
2018-07-10,1.0
2018-07-11,1.0
2018-07-12,1.0
2018-07-13,1.0
2018-07-16,1.0
2018-07-17,1.0
2018-07-18,1.0
2018-07-19,1.0
2018-07-20,1.0
2018-07-23,1.0
2018-07-24,1.0
2018-07-25,1.0
2018-07-26,1.0
2018-07-27,1.0
2018-07-30,1.0
2018-07-31,1.0
2018-08-01,1.0
2018-08-02,1.0
2018-08-03,1.0
2018-08-06,1.0
2018-08-07,1.0
2018-08-08,1.0
2018-08-09,1.0
2018-08-10,1.0
2018-08-13,1.0
2018-08-14,1.0
2018-08-15,1.0
2018-08-16,1.0
2018-08-17,1.0
2018-08-20,1.0
2018-08-21,1.0
2018-08-22,1.0
2018-08-23,1.0
2018-08-24,1.0
2018-08-27,1.0
2018-08-28,1.0
2018-08-29,1.0
2018-08-30,1.0
2018-08-31,1.0
2018-09-03,1.0
2018-09-04,1.0
2018-09-05,1.0
2018-09-06,1.0
2018-09-07,1.0
2018-09-10,1.0
2018-09-11,1.0
2018-09-12,1.0
2018-09-13,1.0
2018-09-14,1.0
2018-09-17,1.0
2018-09-18,1.0
2018-09-19,1.0
2018-09-20,1.0
2018-09-21,1.0
2018-09-24,1.0
2018-09-25,1.0
2018-09-26,1.0
2018-09-27,1.0
2018-09-28,1.0
2018-10-01,1.0
2018-10-02,1.0
2018-10-03,1.0
2018-10-04,1.0
2018-10-05,1.0
2018-10-08,1.0
2018-10-09,1.0
2018-10-10,1.0
2018-10-11,1.0
2018-10-12,1.0
2018-10-15,1.0
2018-10-16,1.0
2018-10-17,1.0
2018-10-18,1.0
2018-10-19,1.0
2018-10-22,1.0
2018-10-23,1.0
2018-10-24,1.0
2018-10-25,1.0
2018-10-26,1.0
2018-10-29,1.0
2018-10-30,1.0
2018-10-31,1.0
2018-11-01,1.0
2018-11-02,1.0
2018-11-05,1.0
2018-11-06,1.0
2018-11-07,1.0
2018-11-08,1.0
2018-11-09,1.0
2018-11-12,1.0
2018-11-13,1.0
2018-11-14,1.0
2018-11-15,1.0
2018-11-16,1.0
2018-11-19,1.0
2018-11-20,1.0
2018-11-21,1.0
2018-11-22,1.0
2018-11-23,1.0
2018-11-26,1.0
2018-11-27,1.0
2018-11-28,1.0
2018-11-29,1.0
2018-11-30,1.0
2018-12-03,1.0
2018-12-04,1.0
2018-12-05,1.0
2018-12-06,1.0
2018-12-07,1.0
2018-12-10,1.0
2018-12-11,1.0
2018-12-12,1.0
2018-12-13,1.0
2018-12-14,1.0
2018-12-17,1.0
2018-12-18,1.0
2018-12-19,1.0
2018-12-20,1.0
2018-12-21,1.0
2018-12-24,1.0
2018-12-25,1.0
2018-12-26,1.0
2018-12-27,1.0
2018-12-28,1.0
2018-12-31,1.0
2019-01-01,1.0
2019-01-02,1.0
2019-01-03,1.0
2019-01-04,1.0
2019-01-07,1.0
2019-01-08,1.0
2019-01-09,1.0
2019-01-10,1.0
2019-01-11,1.0
2019-01-14,1.0
2019-01-15,1.0
2019-01-16,1.0
2019-01-17,1.0
2019-01-18,1.0
2019-01-21,1.0
2019-01-22,1.0
2019-01-23,1.0
2019-01-24,1.0
2019-01-25,1.0
2019-01-28,1.0
2019-01-29,1.0
2019-01-30,1.0
2019-01-31,1.0
2019-02-01,1.0
2019-02-04,1.0
2019-02-05,1.0
2019-02-06,1.0
2019-02-07,1.0
2019-02-08,1.0
2019-02-11,1.0
2019-02-12,1.0
2019-02-13,1.0
2019-02-14,1.0
2019-02-15,1.0
2019-02-18,1.0
2019-02-19,1.0
2019-02-20,1.0
2019-02-21,1.0
2019-02-22,1.0
2019-02-25,1.0
2019-02-26,0.9914759783898052
2019-02-27,0.9693004634869029
2019-02-28,0.9720868592524188
2019-03-01,0.9667139808350165
2019-03-04,0.9657380659490568
2019-03-05,0.9666692814086598
2019-03-06,0.9555363848483238
2019-03-07,0.9486079737564022
2019-03-08,0.9451028523992538
2019-03-11,0.9516030126746192
2019-03-12,0.9447251652698884
2019-03-13,0.9423330100343026
2019-03-14,0.9363518110434024
2019-03-15,0.9468741173732346
2019-03-18,0.9513957671848312
2019-03-19,0.9478282600028278
2019-03-20,0.9278147330404276
2019-03-21,0.9399917865274812
2019-03-22,0.9354712868287874
2019-03-25,0.9250289557860969
2019-03-26,0.919470488358815
2019-03-27,0.908050747525346
2019-03-28,0.9104152878935875
2019-03-29,0.9112661830782907
2019-04-01,0.9278346887018074
2019-04-02,0.9174400531377148
2019-04-03,0.9094093845227318
2019-04-04,0.9166145094676686
2019-04-05,0.923779219186513
2019-04-08,0.9110703678978684
2019-04-09,0.8984147059973328
2019-04-10,0.903266890345825
2019-04-11,0.8904004380052652
2019-04-12,0.87789826848364
2019-04-15,0.8580551673854916
2019-04-16,0.8641531968891182
2019-04-17,0.852141528073065
2019-04-18,0.857222046957116
2019-04-19,0.857222046957116
2019-04-22,0.8595180180160349
2019-04-23,0.8648314381574604
2019-04-24,0.8771473117225109
2019-04-25,0.8735583069505459
2019-04-26,0.8773200366079906
2019-04-29,0.8822531000237359
2019-04-30,0.8864592351876346
2019-05-01,0.884806970449824
2019-05-02,0.8999563354719031
2019-05-03,0.9043442543458942
2019-05-06,0.90829117220305
2019-05-07,0.8966741322114015
2019-05-08,0.8884392490812975
2019-05-09,0.889958927238485
2019-05-10,0.8883152838799352
2019-05-13,0.88666815717718
2019-05-14,0.89689347259303
2019-05-15,0.9049814414675564
2019-05-16,0.8991450685981661
2019-05-17,0.896215926520282
2019-05-20,0.8879795938304
2019-05-21,0.8802787348150652
2019-05-22,0.8752372809751704
2019-05-23,0.8811160144712363
2019-05-24,0.8871666406129721
2019-05-27,0.8871666406129721
2019-05-28,0.8725979549474092
2019-05-29,0.8673572989251284
2019-05-30,0.8812256840866194
2019-05-31,0.865941023682683
2019-06-03,0.866735275270126
2019-06-04,0.8887715044804245
2019-06-05,0.9001141888920123
2019-06-06,0.9086277744904409
2019-06-07,0.9077531400175354
2019-06-10,0.9088645487307598
2019-06-11,0.9102322064741947
2019-06-12,0.903758298415106
2019-06-13,0.9080874474168003
2019-06-14,0.9042587879020512
2019-06-17,0.9063100547744021
2019-06-18,0.9163292920327333
2019-06-19,0.9064314047655584
2019-06-20,0.8970523467716385
2019-06-21,0.8914743092676758
2019-06-24,0.8787192985910721
2019-06-25,0.865478894740827
2019-06-26,0.8705601820300122
2019-06-27,0.8922352602084536
2019-06-28,0.8895982715926856
2019-07-01,0.88746424480473
2019-07-02,0.8698492759522284
2019-07-03,0.881464083750835
2019-07-04,0.881464083750835
2019-07-05,0.8784913676672843
2019-07-08,0.8751614098783829
2019-07-09,0.8730596854265581
2019-07-10,0.8851317383739401
2019-07-11,0.877863483186867
2019-07-12,0.8956885488634801
2019-07-15,0.8938749223400608
2019-07-16,0.892602880313748
2019-07-17,0.8816430203347867
2019-07-18,0.8848783736603691
2019-07-19,0.8820023920775283
2019-07-22,0.8846602400808746
2019-07-23,0.8734333126245863
2019-07-24,0.8786974674953636
2019-07-25,0.879146521642872
2019-07-26,0.8819557818566381
2019-07-29,0.8927234203750174
2019-07-30,0.9046203396458192
2019-07-31,0.923160233209104
2019-08-01,0.9022801191797551
2019-08-02,0.8989438035573858
2019-08-05,0.8802921585318346
2019-08-06,0.8742254243689239
2019-08-07,0.8677147287059422
2019-08-08,0.8749269676107981
2019-08-09,0.8757036016188446
2019-08-12,0.8459625379724718
2019-08-13,0.853091455940711
2019-08-14,0.8384857315353865
2019-08-15,0.8266427165364497
2019-08-16,0.838850669867664
2019-08-19,0.8633060558843436
2019-08-20,0.8753338574425172
2019-08-21,0.8634430391184087
2019-08-22,0.8578487625979205
2019-08-23,0.8516310593171796
2019-08-26,0.8675372815517955
2019-08-27,0.8474069860289429
2019-08-28,0.845107682548508
2019-08-29,0.8514221273122065
2019-08-30,0.843164743503922
2019-09-02,0.843164743503922
2019-09-03,0.83949285931746
2019-09-04,0.8416972888428419
2019-09-05,0.8608548203015653
2019-09-06,0.858549496510143
2019-09-09,0.8864426974197319
2019-09-10,0.8673418567702912
2019-09-11,0.8737621304178943
2019-09-12,0.8738299602833469
2019-09-13,0.8575430101231287
2019-09-16,0.8478970435194412
2019-09-17,0.8574659658500837
2019-09-18,0.8619120867789786
2019-09-19,0.8591573329338753
2019-09-20,0.8563463774283335
2019-09-23,0.8586412608596454
2019-09-24,0.8410017798177897
2019-09-25,0.8562554504362813
2019-09-26,0.8569422015004677
2019-09-27,0.841104050121078
2019-09-30,0.8428867283805762
2019-10-01,0.8221576300581523
2019-10-02,0.8155710803403532
2019-10-03,0.832369020417169
2019-10-04,0.841281052035753
2019-10-07,0.8232739442989089
2019-10-08,0.81433916882843
2019-10-09,0.81917765983709
2019-10-10,0.8182186459172416
2019-10-11,0.8178232665966231
2019-10-14,0.8025348490021849
2019-10-15,0.8101880958109857
2019-10-16,0.8092906317406651
2019-10-17,0.8001245546803011
2019-10-18,0.7917407938113565
